Order_ID,Product,Category,Region,Sales,Quantity,Discount,Profit,Customer_Age,Rating
ORD-26310,Phone,Electronics,East,635.35,11,26.17,-15.85,25,1.4
ORD-26311,Monitor,Office Supplies,North,1671.27,9,1.39,938.21,25,4.9
ORD-26312,Desk,Electronics,North,1123.34,2,17.33,894.72,22,1.3
ORD-26313,Chair,Furniture,North,1083.1,3,31.92,973.24,50,1.1
ORD-26314,Laptop,Office Supplies,West,1213.2,14,17.05,679.27,37,3.8
ORD-26315,Laptop,Furniture,North,851.06,7,49.3,694.9,41,5.0
ORD-26316,Tablet,Electronics,West,237.79,10,6.59,653.89,49,3.5
ORD-26317,Desk,Electronics,North,1179.9,14,36.58,-387.69,58,4.6
ORD-26318,Desk,Furniture,South,854.81,12,44.07,632.22,58,2.4
ORD-26319,Desk,Electronics,East,929.14,1,32.59,188.73,53,4.0
ORD-26320,Laptop,Electronics,East,1208.57,7,14.12,467.2,58,3.7
ORD-26321,Phone,Furniture,South,301.18,4,3.08,913.22,37,4.5
ORD-26322,Laptop,Office Supplies,South,494.1,5,39.25,535.89,32,2.2
ORD-26323,Laptop,Office Supplies,West,588.94,12,7.8,-189.52,44,1.0
ORD-26324,Laptop,Office Supplies,East,766.78,13,33.89,-353.34,29,4.3
ORD-26325,Phone,Furniture,North,212.83,12,24.64,104.78,18,2.6
ORD-26326,Chair,Furniture,South,329.67,12,43.49,-270.41,18,1.6
ORD-26327,Tablet,Electronics,South,524.95,6,22.43,893.4,30,2.0
ORD-26328,Chair,Office Supplies,West,1395.58,11,18.4,562.55,58,1.8
ORD-26329,Chair,Electronics,West,1347.8,2,21.54,501.37,21,1.3
ORD-26330,Laptop,Furniture,East,38.14,5,11.35,-225.41,29,4.9
ORD-26331,Chair,Office Supplies,North,159.89,4,49.9,-181.19,60,2.9
ORD-26332,Laptop,Furniture,South,1008.06,13,32.54,469.59,38,1.3
ORD-26333,Laptop,Electronics,South,861.64,5,1.87,-153.66,60,1.5
ORD-26334,Tablet,Electronics,West,602.67,6,16.8,693.18,44,4.9
ORD-26335,Desk,Furniture,North,1011.36,12,16.99,-410.64,40,3.1
ORD-26336,Laptop,Furniture,South,415.9,1,14.83,411.07,21,3.5
ORD-26337,Chair,Office Supplies,East,287.6,14,27.84,170.22,41,2.9
ORD-26338,Tablet,Furniture,West,157.97,1,19.97,271.88,20,2.3
ORD-26339,Monitor,Electronics,West,162.06,14,45.8,-446.58,51,2.2
ORD-26340,Monitor,Electronics,East,411.37,9,14.06,570.37,30,2.9
ORD-26341,Monitor,Furniture,West,1586.24,14,40.4,-272.21,63,2.3
ORD-26342,Chair,Furniture,West,1609.11,1,37.95,-466.57,59,1.1
ORD-26343,Desk,Office Supplies,North,1826.7,1,44.43,-352.23,22,3.9
ORD-26344,Phone,Electronics,East,1329.27,8,19.68,242.77,30,2.3
ORD-26345,Desk,Electronics,South,764.21,6,6.34,597.75,59,2.4
ORD-26346,Tablet,Electronics,West,274.56,8,43.09,990.14,63,4.6
ORD-26347,Desk,Furniture,East,453.84,10,19.23,944.3,45,1.3
ORD-26348,Monitor,Electronics,North,890.51,2,18.13,726.54,26,4.7
ORD-26349,Desk,Furniture,East,513.48,12,4.91,975.5,62,4.1
ORD-26350,Tablet,Office Supplies,South,643.84,14,41.27,958.66,42,3.2
ORD-26351,Tablet,Furniture,South,1889.35,2,39.15,926.51,18,3.5
ORD-26352,Monitor,Office Supplies,West,784.17,6,1.22,478.57,47,3.4
ORD-26353,Chair,Office Supplies,East,323.09,8,36.81,879.46,31,3.6
ORD-26354,Laptop,Furniture,West,705.14,6,10.22,-168.43,51,2.7
ORD-26355,Phone,Office Supplies,North,95.72,10,41.56,-270.28,41,4.0
ORD-26356,Phone,Furniture,North,1241.07,6,1.3,80.26,54,3.6
ORD-26357,Monitor,Electronics,West,1446.84,5,15.19,-24.77,22,3.4
ORD-26358,Phone,Furniture,East,818.8,4,5.32,-431.97,52,4.7
ORD-26359,Desk,Office Supplies,North,1111.45,11,33.99,-107.1,54,2.7
ORD-26360,Tablet,Office Supplies,South,1750.26,14,34.59,-159.83,32,4.9
ORD-26361,Tablet,Electronics,West,427.23,14,37.61,-302.74,49,1.3
ORD-26362,Monitor,Furniture,North,345.98,8,26.97,202.18,51,4.9
ORD-26363,Tablet,Electronics,East,532.15,6,24.01,-209.07,42,1.4
ORD-26364,Laptop,Office Supplies,South,454.31,6,48.63,-29.84,64,1.8
ORD-26365,Tablet,Furniture,West,1753.22,4,27.29,718.77,56,1.9
ORD-26366,Tablet,Office Supplies,South,110.6,14,42.35,571.75,39,4.1
ORD-26367,Desk,Furniture,West,186.97,10,16.92,407.95,43,3.2
ORD-26368,Chair,Electronics,West,1882.41,6,27.52,375.57,23,1.4
ORD-26369,Phone,Electronics,East,796.87,13,5.73,-11.54,49,4.9
ORD-26370,Desk,Office Supplies,North,1001.04,2,25.63,-195.41,57,4.9
ORD-26371,Desk,Electronics,North,1168.57,11,48.55,305.45,56,1.7
ORD-26372,Desk,Electronics,West,1569.15,14,15.69,-46.55,52,1.5
ORD-26373,Phone,Office Supplies,South,1429.83,6,0.2,-386.85,45,3.6
ORD-26374,Monitor,Office Supplies,South,757.51,7,43.61,820.98,31,2.5
ORD-26375,Desk,Office Supplies,East,1607.42,1,23.15,62.84,27,2.5
ORD-26376,Chair,Furniture,North,1498.21,3,3.34,588.57,27,3.0
ORD-26377,Monitor,Office Supplies,South,1760.26,10,32.69,26.65,23,4.3
ORD-26378,Tablet,Furniture,North,518.74,10,39.2,815.82,20,3.2
ORD-26379,Chair,Office Supplies,East,207.96,11,25.91,118.72,28,1.7
ORD-26380,Monitor,Furniture,West,229.48,4,6.33,681.61,37,1.0
ORD-26381,Tablet,Office Supplies,South,1098.59,3,47.24,-407.65,22,3.6
ORD-26382,Tablet,Furniture,East,538.74,13,13.59,487.8,40,1.8
ORD-26383,Desk,Electronics,North,108.71,13,34.61,529.08,42,4.3
ORD-26384,Desk,Office Supplies,North,1676.85,4,37.52,706.63,25,1.8
ORD-26385,Phone,Office Supplies,West,1727.61,12,23.11,17.09,51,4.5
ORD-26386,Laptop,Furniture,West,746.35,12,41.96,-478.81,53,4.2
ORD-26387,Chair,Electronics,South,279.97,7,25.39,-389.71,44,4.4
ORD-26388,Phone,Electronics,South,512.33,3,11.12,-156.62,57,3.6
ORD-26389,Phone,Furniture,East,1361.73,11,35.15,-157.07,30,1.4
ORD-26390,Chair,Office Supplies,South,1381.77,13,25.59,-274.96,47,2.5
ORD-26391,Monitor,Electronics,West,1409.63,6,36.76,387.06,54,1.6
ORD-26392,Chair,Office Supplies,North,1713.17,11,24.69,247.34,19,2.2
ORD-26393,Tablet,Furniture,West,1770.18,2,44.06,629.07,20,2.5
ORD-26394,Laptop,Office Supplies,South,1979.03,12,49.74,830.57,38,1.4
ORD-26395,Monitor,Electronics,North,719.39,9,32.44,71.64,20,4.3
ORD-26396,Desk,Furniture,West,1827.03,1,39.73,85.72,27,2.5
ORD-26397,Laptop,Electronics,South,1291.13,12,2.45,837.13,28,2.6
ORD-26398,Laptop,Office Supplies,West,262.29,7,8.05,147.87,34,3.3
ORD-26399,Desk,Office Supplies,West,1194.54,12,4.62,163.88,63,4.4
ORD-26400,Laptop,Furniture,West,770.45,11,29.06,429.78,42,2.2
ORD-26401,Monitor,Electronics,West,166.17,10,12.75,107.67,54,3.3
ORD-26402,Monitor,Electronics,West,509.28,5,19.62,-281.13,47,3.9
ORD-26403,Monitor,Electronics,West,1431.68,13,22.52,572.72,47,3.9
ORD-26404,Phone,Furniture,West,709.01,6,25.71,-27.42,38,4.5
ORD-26405,Phone,Office Supplies,West,1297.99,8,44.49,-260.69,56,4.2
ORD-26406,Monitor,Office Supplies,East,1819.38,10,17.14,735.54,61,1.3
ORD-26407,Desk,Office Supplies,West,1188.92,7,10.85,801.25,63,2.7
ORD-26408,Desk,Electronics,West,1907.3,6,6.58,145.1,35,1.7
ORD-26409,Chair,Furniture,East,699.74,11,12.85,661.56,32,2.1
ORD-26410,Chair,Electronics,North,1755.05,8,32.98,670.68,49,2.4
ORD-26411,Monitor,Furniture,East,1927.59,1,43.8,126.42,18,1.1
ORD-26412,Laptop,Electronics,South,1045.72,12,8.99,748.09,28,2.0
ORD-26413,Laptop,Furniture,North,740.06,6,47.5,-218.22,25,3.9
ORD-26414,Desk,Electronics,South,714.87,3,4.01,-243.28,20,2.4
ORD-26415,Laptop,Electronics,North,859.9,7,18.4,210.68,44,4.8
ORD-26416,Tablet,Furniture,West,1328.4,1,22.84,-45.24,39,1.6
ORD-26417,Phone,Office Supplies,North,888.53,11,2.96,-147.32,49,1.6
ORD-26418,Laptop,Office Supplies,West,1530.62,11,45.21,416.55,35,4.8
ORD-26419,Laptop,Furniture,North,1387.0,4,15.19,-426.16,31,3.7
ORD-26420,Chair,Furniture,West,663.81,7,31.53,-164.63,38,1.9
ORD-26421,Tablet,Office Supplies,East,1615.5,3,8.25,732.65,50,1.0
ORD-26422,Laptop,Electronics,East,1520.65,10,44.59,435.35,41,3.9
ORD-26423,Phone,Office Supplies,East,1243.68,11,42.55,-139.76,26,1.0
ORD-26424,Laptop,Furniture,North,390.0,13,7.23,472.26,20,2.9
ORD-26425,Desk,Electronics,West,1022.24,8,27.74,395.86,47,3.5
ORD-26426,Tablet,Furniture,West,916.41,4,7.96,993.08,60,4.1
ORD-26427,Laptop,Office Supplies,West,59.43,10,45.58,809.84,60,4.3
ORD-26428,Tablet,Electronics,East,1983.17,10,24.36,542.64,47,2.2
ORD-26429,Laptop,Office Supplies,East,1422.24,13,5.53,591.34,52,2.4
ORD-26430,Phone,Office Supplies,North,752.36,5,21.51,-465.84,58,2.7
ORD-26431,Phone,Office Supplies,East,1162.56,10,15.89,-309.69,43,3.9
ORD-26432,Tablet,Electronics,North,1783.51,1,15.66,140.54,20,2.5
ORD-26433,Monitor,Office Supplies,East,95.09,13,20.46,-306.59,39,4.9
ORD-26434,Chair,Electronics,North,532.36,2,29.6,436.34,51,1.1
ORD-26435,Chair,Office Supplies,North,1896.83,11,34.87,541.44,60,4.6
ORD-26436,Desk,Office Supplies,North,51.13,9,8.92,542.05,59,2.8
ORD-26437,Monitor,Furniture,East,1170.57,14,14.27,-493.36,28,1.9
ORD-26438,Chair,Office Supplies,North,1082.36,13,11.59,-410.66,28,2.1
ORD-26439,Tablet,Electronics,North,1960.36,3,49.06,897.21,63,1.2
ORD-26440,Chair,Furniture,South,871.38,10,42.93,728.17,29,1.3
ORD-26441,Desk,Electronics,South,1952.03,13,36.92,894.86,29,4.5
ORD-26442,Laptop,Office Supplies,North,43.1,1,10.68,132.6,55,1.9
ORD-26443,Chair,Furniture,North,692.16,12,23.88,754.75,53,3.2
ORD-26444,Tablet,Furniture,East,552.77,14,19.9,147.63,18,3.5
ORD-26445,Tablet,Furniture,West,309.53,12,22.72,-194.41,26,4.1
ORD-26446,Desk,Electronics,East,1991.73,3,49.15,-92.46,18,4.5
ORD-26447,Desk,Furniture,North,1944.85,4,35.92,640.24,46,3.8
ORD-26448,Phone,Furniture,East,305.2,5,18.45,21.53,47,1.5
ORD-26449,Phone,Electronics,East,1056.0,7,4.04,114.0,54,2.9
ORD-26450,Phone,Electronics,North,209.03,4,15.13,269.36,50,4.7
ORD-26451,Laptop,Electronics,East,265.19,9,4.55,293.77,63,1.5
ORD-26452,Tablet,Office Supplies,West,1424.11,12,39.03,579.15,19,4.5
ORD-26453,Phone,Electronics,South,1736.73,10,6.15,-185.81,22,3.2
ORD-26454,Tablet,Electronics,West,1217.34,12,7.25,868.19,27,3.8
ORD-26455,Desk,Furniture,East,242.91,2,16.12,90.04,43,2.7
ORD-26456,Laptop,Office Supplies,East,1655.03,13,34.26,-280.71,35,2.6
ORD-26457,Desk,Furniture,West,1729.19,11,7.77,-54.38,37,5.0
ORD-26458,Tablet,Electronics,North,1129.03,8,20.43,896.85,50,3.1
ORD-26459,Monitor,Electronics,East,845.45,9,10.32,240.68,41,2.3
ORD-26460,Monitor,Furniture,West,827.46,11,37.79,-374.48,19,3.6
ORD-26461,Phone,Office Supplies,South,1328.72,12,17.51,-394.43,36,3.2
ORD-26462,Monitor,Office Supplies,North,1831.98,4,21.09,-237.73,43,2.2
ORD-26463,Desk,Furniture,South,1817.29,1,36.49,-231.17,19,3.3
ORD-26464,Monitor,Electronics,East,1574.42,14,21.95,-13.12,52,2.6
ORD-26465,Chair,Office Supplies,West,720.82,12,20.68,102.22,59,3.1
ORD-26466,Laptop,Office Supplies,North,817.92,2,5.59,-277.47,43,3.5
ORD-26467,Tablet,Furniture,North,1459.48,14,16.11,237.51,47,3.5
ORD-26468,Phone,Office Supplies,North,1391.41,3,41.04,136.27,23,2.8
ORD-26469,Desk,Electronics,South,1838.15,4,29.21,227.73,43,1.5
ORD-26470,Laptop,Furniture,North,1588.61,5,13.49,789.15,28,4.6
ORD-26471,Phone,Office Supplies,West,1957.6,6,43.95,-285.01,25,1.1
ORD-26472,Desk,Electronics,East,458.62,7,43.81,927.06,33,2.0
ORD-26473,Monitor,Electronics,West,1846.76,10,23.0,-108.46,52,2.7
ORD-26474,Tablet,Furniture,North,1948.62,13,28.93,38.16,23,1.5
ORD-26475,Chair,Furniture,North,1812.35,9,12.06,139.3,36,4.3
ORD-26476,Chair,Electronics,West,299.5,5,37.64,123.37,55,3.1
ORD-26477,Monitor,Electronics,East,1884.01,10,7.89,256.56,38,3.3
ORD-26478,Tablet,Office Supplies,West,1520.42,12,36.71,-226.32,40,4.9
ORD-26479,Laptop,Office Supplies,North,736.25,13,4.32,947.06,55,1.1
ORD-26480,Tablet,Office Supplies,North,921.58,1,38.2,-473.14,21,2.4
ORD-26481,Monitor,Office Supplies,South,148.63,12,10.21,848.15,38,4.0
ORD-26482,Desk,Office Supplies,East,836.56,13,46.3,-258.52,45,2.9
ORD-26483,Laptop,Furniture,East,509.73,7,22.49,-256.87,62,2.0
ORD-26484,Chair,Office Supplies,North,1444.38,2,30.8,786.1,20,4.2
ORD-26485,Monitor,Office Supplies,South,1138.54,2,40.47,49.6,60,4.0
ORD-26486,Desk,Office Supplies,South,1869.38,11,2.21,-191.93,62,4.9
ORD-26487,Monitor,Electronics,South,1245.6,13,38.13,15.56,43,4.0
ORD-26488,Phone,Office Supplies,South,1560.21,12,13.22,193.17,40,3.6
ORD-26489,Phone,Furniture,West,1629.12,4,10.49,-128.2,60,4.0
ORD-26490,Phone,Electronics,South,153.29,6,38.7,455.74,34,3.5
ORD-26491,Chair,Electronics,East,1645.17,2,23.82,300.66,53,1.2
ORD-26492,Tablet,Office Supplies,West,344.39,7,44.57,490.73,34,2.3
ORD-26493,Laptop,Electronics,North,456.01,8,9.58,600.38,51,4.8
ORD-26494,Chair,Office Supplies,East,1013.45,3,32.09,-49.56,60,3.1
ORD-26495,Desk,Office Supplies,West,942.75,10,31.22,-391.7,39,3.1
ORD-26496,Desk,Office Supplies,East,1908.5,3,41.37,309.2,21,4.8
ORD-26497,Phone,Furniture,West,903.63,2,33.99,367.07,33,4.9
ORD-26498,Laptop,Electronics,East,852.83,10,15.33,711.1,31,4.1
ORD-26499,Phone,Electronics,South,1644.74,4,29.86,905.06,62,4.4
ORD-26500,Desk,Electronics,South,601.68,10,43.49,-251.9,39,4.3
ORD-26501,Desk,Electronics,East,1602.17,13,42.64,501.61,37,4.0
ORD-26502,Tablet,Electronics,East,505.99,5,43.38,78.99,38,2.9
ORD-26503,Tablet,Office Supplies,North,822.29,14,26.72,-66.81,39,1.8
ORD-26504,Tablet,Office Supplies,South,1828.24,10,38.19,-441.62,30,4.9
ORD-26505,Phone,Office Supplies,North,956.2,6,11.48,-406.41,23,4.0
ORD-26506,Monitor,Furniture,North,1863.25,1,47.14,-346.99,44,3.5
ORD-26507,Laptop,Furniture,South,768.47,13,26.79,279.94,43,2.7
ORD-26508,Tablet,Furniture,North,193.31,11,32.6,-449.35,43,3.3
ORD-26509,Chair,Furniture,South,1530.67,3,29.42,39.91,60,3.0
ORD-26510,Tablet,Electronics,North,511.4,6,6.52,892.54,51,1.9
ORD-26511,Phone,Furniture,West,1502.17,9,42.18,-495.73,38,3.6
ORD-26512,Laptop,Electronics,North,1160.83,3,17.28,755.06,46,2.8
ORD-26513,Tablet,Electronics,West,1949.71,3,47.22,7.25,57,1.1
ORD-26514,Laptop,Electronics,South,863.23,9,2.82,878.9,58,1.1
ORD-26515,Chair,Office Supplies,East,1791.67,8,6.42,288.38,53,1.7
ORD-26516,Desk,Office Supplies,West,1453.06,6,12.54,-228.1,44,5.0
ORD-26517,Laptop,Electronics,East,307.5,9,21.02,695.68,47,1.5
ORD-26518,Monitor,Furniture,East,1430.22,3,22.47,722.68,64,3.5
ORD-26519,Tablet,Electronics,East,1282.39,13,3.02,7.39,48,3.7
ORD-26520,Phone,Office Supplies,South,1956.21,14,5.93,507.61,36,4.7
ORD-26521,Monitor,Furniture,West,925.05,6,11.43,581.7,62,2.9
ORD-26522,Monitor,Office Supplies,North,1119.8,1,34.13,-3.93,62,3.6
ORD-26523,Phone,Furniture,South,1424.94,11,6.57,838.31,59,3.2
ORD-26524,Phone,Office Supplies,South,1223.97,4,37.03,-355.3,18,1.5
ORD-26525,Phone,Electronics,South,1238.59,10,31.99,95.33,60,1.5
ORD-26526,Monitor,Office Supplies,North,914.51,10,25.92,332.82,50,1.9
ORD-26527,Laptop,Furniture,West,1546.66,6,24.62,514.53,39,4.4
ORD-26528,Phone,Office Supplies,East,38.83,3,31.7,312.1,25,4.0
ORD-26529,Desk,Furniture,South,331.61,6,26.18,785.33,42,2.2
ORD-26530,Monitor,Office Supplies,West,1706.7,2,1.78,-427.38,35,2.8
ORD-26531,Monitor,Office Supplies,West,1863.32,4,30.2,-307.27,48,3.1
ORD-26532,Monitor,Electronics,South,1482.61,8,8.02,96.11,44,4.1
ORD-26533,Chair,Furniture,North,331.37,1,42.94,36.86,30,3.2
ORD-26534,Laptop,Furniture,North,1167.86,6,0.39,186.37,18,1.7
ORD-26535,Laptop,Electronics,South,573.98,12,3.77,-61.43,32,1.5
ORD-26536,Phone,Office Supplies,West,1132.4,5,34.89,819.79,35,4.4
ORD-26537,Monitor,Furniture,North,425.69,1,44.84,563.93,50,1.6
ORD-26538,Monitor,Furniture,South,291.71,1,45.45,-221.1,61,2.1
ORD-26539,Phone,Furniture,South,401.35,5,29.62,-132.98,19,1.1
ORD-26540,Laptop,Electronics,South,1787.96,7,39.91,500.6,51,3.0
ORD-26541,Phone,Electronics,North,134.82,7,21.59,507.09,57,4.7
ORD-26542,Phone,Furniture,East,89.06,14,27.1,10.48,52,2.3
ORD-26543,Phone,Office Supplies,South,397.44,1,44.96,335.24,28,2.2
ORD-26544,Phone,Office Supplies,West,1142.88,10,26.25,-494.41,36,3.8
ORD-26545,Phone,Electronics,South,196.53,14,37.98,124.69,38,4.4
ORD-26546,Tablet,Office Supplies,South,1048.42,14,23.35,613.45,50,3.2
ORD-26547,Tablet,Electronics,South,1445.63,10,22.34,552.24,42,1.3
ORD-26548,Monitor,Furniture,West,1089.3,10,15.13,466.61,62,4.8
ORD-26549,Monitor,Furniture,South,1538.47,2,31.42,-221.39,43,4.6
ORD-26550,Tablet,Furniture,West,1049.16,2,43.79,-49.04,30,1.6
ORD-26551,Laptop,Electronics,East,199.9,10,13.52,-90.8,22,1.5
ORD-26552,Chair,Office Supplies,South,1345.27,9,14.81,996.65,50,4.4
ORD-26553,Laptop,Furniture,North,668.42,3,0.13,-123.84,38,4.9
ORD-26554,Monitor,Office Supplies,East,1049.55,14,13.78,370.65,53,4.4
ORD-26555,Tablet,Office Supplies,West,1989.71,13,47.2,437.12,23,2.1
ORD-26556,Laptop,Electronics,West,563.88,9,39.68,73.77,54,2.5
ORD-26557,Chair,Electronics,West,1645.83,13,39.65,701.52,35,1.0
ORD-26558,Phone,Office Supplies,South,1137.3,10,42.66,834.02,51,4.0
ORD-26559,Desk,Office Supplies,East,1833.05,10,45.61,-377.29,47,3.6
ORD-26560,Tablet,Furniture,West,1823.05,12,14.49,819.98,56,1.6
ORD-26561,Tablet,Furniture,South,1434.46,9,26.49,57.63,18,2.3
ORD-26562,Chair,Furniture,West,622.94,6,14.53,-429.97,48,4.4
ORD-26563,Phone,Office Supplies,East,1903.22,9,27.92,12.84,34,2.1
ORD-26564,Phone,Electronics,South,1674.12,4,20.14,679.6,37,4.4
ORD-26565,Desk,Office Supplies,North,1933.97,14,48.25,611.26,56,2.3
ORD-26566,Phone,Furniture,South,1940.62,10,42.43,23.24,59,2.5
ORD-26567,Chair,Furniture,East,891.63,13,42.76,-67.94,46,1.6
ORD-26568,Monitor,Electronics,North,213.74,2,1.31,-213.23,44,2.0
ORD-26569,Phone,Office Supplies,West,1021.51,10,46.57,529.48,47,1.1
ORD-26570,Monitor,Furniture,East,260.62,7,47.11,706.89,37,2.7
ORD-26571,Monitor,Electronics,West,991.14,4,43.25,-185.48,49,1.8
ORD-26572,Chair,Furniture,East,1106.9,5,40.62,698.75,39,3.6
ORD-26573,Tablet,Electronics,West,1162.36,10,4.69,204.15,26,4.6
ORD-26574,Tablet,Office Supplies,South,37.93,2,26.82,-399.33,59,2.7
ORD-26575,Tablet,Electronics,North,1715.59,4,35.23,-291.93,49,5.0
ORD-26576,Laptop,Office Supplies,South,927.53,3,16.9,213.99,45,4.9
ORD-26577,Tablet,Office Supplies,East,1421.19,7,5.24,53.46,52,4.7
ORD-26578,Chair,Furniture,North,237.6,2,3.1,273.46,33,1.9
ORD-26579,Desk,Office Supplies,South,1495.24,4,14.29,998.93,29,3.0
ORD-26580,Phone,Furniture,East,893.9,9,5.97,-32.61,24,1.8
ORD-26581,Tablet,Furniture,North,1486.67,5,46.97,-68.93,46,2.0
ORD-26582,Laptop,Office Supplies,South,1852.75,12,42.47,271.59,41,3.7
ORD-26583,Monitor,Electronics,West,1467.18,6,28.54,284.6,26,3.1
ORD-26584,Laptop,Office Supplies,North,1237.45,9,1.87,680.56,32,2.4
ORD-26585,Chair,Office Supplies,West,1418.99,8,15.04,268.16,28,1.1
ORD-26586,Desk,Electronics,North,1485.51,4,3.46,130.96,20,4.0
ORD-26587,Tablet,Furniture,South,1013.97,6,10.43,108.42,55,3.7
ORD-26588,Tablet,Furniture,East,1674.92,2,35.22,317.82,55,3.7
ORD-26589,Laptop,Office Supplies,South,1118.0,7,40.23,-225.64,61,1.3
ORD-26590,Chair,Electronics,South,1272.74,13,26.41,910.31,52,2.3
ORD-26591,Laptop,Electronics,North,858.46,14,12.22,398.28,56,3.0
ORD-26592,Laptop,Electronics,West,1906.83,3,32.16,543.25,21,3.6
ORD-26593,Desk,Electronics,South,1039.84,7,44.91,-11.77,25,4.6
ORD-26594,Chair,Office Supplies,West,442.16,5,12.19,850.71,30,1.5
ORD-26595,Desk,Office Supplies,North,650.65,14,1.59,-289.74,48,3.2
ORD-26596,Chair,Furniture,East,312.63,10,14.0,18.05,38,4.1
ORD-26597,Tablet,Electronics,North,267.78,9,36.13,478.14,54,3.0
ORD-26598,Phone,Office Supplies,West,1863.85,2,15.92,584.91,47,1.3
ORD-26599,Monitor,Office Supplies,West,1336.73,1,45.68,-408.32,21,2.5
ORD-26600,Phone,Electronics,West,21.16,10,8.09,-428.4,50,4.3
ORD-26601,Chair,Electronics,South,1628.7,4,39.16,204.73,56,1.3
ORD-26602,Phone,Furniture,West,1070.89,9,23.82,-282.55,52,4.8
ORD-26603,Laptop,Electronics,West,236.78,1,6.9,781.46,40,2.8
ORD-26604,Tablet,Furniture,South,917.52,1,36.53,845.93,39,2.5
ORD-26605,Monitor,Furniture,West,744.2,10,0.57,206.74,43,4.1
ORD-26606,Monitor,Electronics,South,654.21,2,31.48,629.46,41,3.5
ORD-26607,Monitor,Electronics,East,937.08,5,43.71,-97.62,48,1.3
ORD-26608,Tablet,Office Supplies,South,1288.33,4,0.6,274.5,28,4.5
ORD-26609,Phone,Electronics,South,1082.77,8,32.13,8.48,29,2.8
ORD-26610,Monitor,Electronics,West,578.13,11,1.56,465.82,36,4.9
ORD-26611,Monitor,Furniture,North,1452.65,3,42.42,650.52,41,1.6
ORD-26612,Chair,Electronics,South,1977.71,14,43.74,-114.2,21,2.5
ORD-26613,Laptop,Office Supplies,North,1932.67,2,38.09,-369.03,24,4.1
ORD-26614,Chair,Office Supplies,East,1993.33,7,14.79,251.05,36,3.5
ORD-26615,Phone,Electronics,South,984.76,8,16.41,138.87,52,2.6
ORD-26616,Tablet,Electronics,West,105.83,7,13.35,-373.91,38,1.8
ORD-26617,Tablet,Furniture,East,1462.39,2,42.77,288.32,38,4.3
ORD-26618,Chair,Electronics,South,1333.94,7,14.66,-209.15,41,1.5
ORD-26619,Desk,Furniture,South,1934.66,9,31.71,659.07,30,4.0
ORD-26620,Chair,Electronics,West,754.56,13,31.1,217.57,31,2.8
ORD-26621,Desk,Furniture,West,1988.36,5,13.82,373.12,22,4.2
ORD-26622,Chair,Office Supplies,West,150.05,7,41.55,-123.16,63,2.7
ORD-26623,Desk,Electronics,South,730.77,12,29.44,216.82,62,2.0
ORD-26624,Desk,Electronics,North,1485.49,6,16.03,949.54,29,1.9
ORD-26625,Monitor,Furniture,West,1238.14,13,18.62,686.58,62,4.2
ORD-26626,Monitor,Furniture,North,427.47,8,39.45,110.06,25,3.5
ORD-26627,Desk,Electronics,West,727.35,9,24.1,-349.34,33,1.5
ORD-26628,Desk,Furniture,North,341.27,14,38.62,-145.02,39,2.6
ORD-26629,Laptop,Electronics,South,1989.11,7,23.98,-21.88,34,2.7
ORD-26630,Desk,Office Supplies,South,1038.49,12,1.28,97.56,45,2.7
ORD-26631,Monitor,Furniture,South,1737.15,7,13.5,690.77,33,2.5
ORD-26632,Desk,Electronics,North,799.93,4,18.51,-403.12,30,1.2
ORD-26633,Tablet,Office Supplies,North,503.31,7,46.03,521.95,36,1.1
ORD-26634,Laptop,Electronics,East,986.13,1,48.19,663.9,53,3.1
ORD-26635,Desk,Electronics,West,1543.48,11,28.82,974.92,21,4.2
ORD-26636,Monitor,Office Supplies,North,1822.0,3,7.8,855.47,56,2.4
ORD-26637,Monitor,Furniture,West,401.92,5,35.75,-365.46,45,2.5
ORD-26638,Phone,Office Supplies,East,273.27,14,18.32,142.29,59,3.2
ORD-26639,Monitor,Electronics,East,338.99,12,3.35,416.51,54,4.2
ORD-26640,Laptop,Office Supplies,North,620.82,13,34.82,335.44,59,2.7
ORD-26641,Monitor,Electronics,South,1205.47,3,17.38,369.69,44,2.3
ORD-26642,Tablet,Office Supplies,North,1480.55,2,14.91,256.51,23,3.3
ORD-26643,Chair,Furniture,East,742.08,11,48.51,-333.45,41,1.0
ORD-26644,Tablet,Office Supplies,South,1839.59,5,3.14,89.87,57,4.5
ORD-26645,Tablet,Office Supplies,North,931.66,12,46.43,42.43,22,3.6
ORD-26646,Laptop,Furniture,South,986.96,10,32.1,852.69,49,1.6
ORD-26647,Laptop,Electronics,East,1774.92,7,22.65,615.62,24,2.2
ORD-26648,Phone,Office Supplies,North,143.66,12,21.85,527.58,45,4.0
ORD-26649,Monitor,Electronics,South,1225.23,10,5.52,-334.17,20,2.2
ORD-26650,Phone,Office Supplies,East,1129.21,10,40.06,849.84,48,4.3
ORD-26651,Laptop,Furniture,North,813.95,10,11.07,-65.2,25,2.1
ORD-26652,Monitor,Office Supplies,North,875.1,4,42.77,271.07,22,2.3
ORD-26653,Laptop,Electronics,South,1384.24,10,43.01,884.1,45,1.9
ORD-26654,Laptop,Electronics,South,1146.74,8,39.65,655.29,47,2.2
ORD-26655,Chair,Furniture,South,1317.88,5,49.39,621.43,47,2.6
ORD-26656,Tablet,Electronics,North,891.56,6,36.29,-206.92,38,3.0
ORD-26657,Phone,Furniture,South,817.01,11,43.5,727.58,61,4.1
