CarID,Brand,Model,Year,Price,Mileage,Fuel,Color,Owner,Location
30518,Ford,Model S,2015,60000,15000,Diesel,Red,Second,Houston
30519,BMW,Focus,2012,0,45000,Petrol,Gray,First,Phoenix
30520,Tesla,Unknown Model,2015,30000,0,Electric,Blue,Third,Miami
30521,Unknown Brand,Corolla,2010,60000,60000,Unknown Fuel,Gray,Second,Chicago
30522,Honda,Focus,2015,25000,15000,Hybrid,Unknown Color,First,Unknown Location
30523,Nissan,Accord,0,60000,60000,Hybrid,Black,First,Chicago
30524,Tesla,Model S,2015,60000,45000,Petrol,Black,First,Phoenix
30525,Tesla,Corolla,2018,20000,15000,Diesel,Gray,Second,Los Angeles
30526,Honda,Focus,2010,20000,30000,Petrol,Blue,Third,Chicago
30527,Ford,Unknown Model,0,50000,75000,Electric,Black,Second,Chicago
30528,Hyundai,Focus,2015,40000,30000,Electric,Red,Second,Houston
30529,Unknown Brand,Focus,0,50000,60000,Electric,Blue,Second,Chicago
30530,Toyota,Civic,2012,25000,15000,Hybrid,Blue,Second,Chicago
30531,Tesla,Accord,2015,60000,60000,Hybrid,Black,Third,Chicago
30532,Toyota,Corolla,2020,20000,0,Diesel,White,Second,Unknown Location
30533,Nissan,Focus,2020,40000,45000,Electric,Silver,Third,Miami
30534,Nissan,Model S,0,40000,15000,Petrol,Gray,Unknown Owner,Houston
30535,Nissan,Model S,2010,20000,75000,Diesel,Blue,Second,Miami
30536,BMW,Civic,2020,20000,30000,Diesel,Unknown Color,Second,Miami
30537,Tesla,Model S,2020,30000,60000,Hybrid,Black,Second,Los Angeles
30538,Nissan,Focus,2015,0,30000,Diesel,Silver,Unknown Owner,Miami
30539,BMW,Corolla,2010,20000,60000,Electric,Unknown Color,Third,New York
30540,Nissan,Civic,2018,60000,30000,Diesel,Unknown Color,Unknown Owner,Houston
30541,Ford,Accord,2015,30000,45000,Unknown Fuel,Gray,First,Miami
30542,Tesla,Mustang,2018,40000,75000,Unknown Fuel,Gray,Second,Miami
30543,BMW,Civic,2012,50000,15000,Unknown Fuel,Black,Unknown Owner,New York
30544,Nissan,Unknown Model,0,50000,0,Diesel,Gray,Third,Chicago
30545,Unknown Brand,Unknown Model,2020,40000,75000,Unknown Fuel,Silver,Third,Miami
30546,BMW,Corolla,2015,25000,45000,Unknown Fuel,Silver,Unknown Owner,Houston
30547,Nissan,Corolla,2010,25000,75000,Petrol,Black,Unknown Owner,Chicago
30548,Ford,Mustang,2020,30000,0,Unknown Fuel,Black,Third,New York
30549,Toyota,Civic,2012,20000,60000,Electric,White,Third,Phoenix
30550,Hyundai,Focus,0,40000,45000,Electric,Silver,Second,Houston
30551,Nissan,Focus,2020,60000,0,Diesel,Gray,Unknown Owner,New York
30552,Toyota,Unknown Model,2020,40000,0,Unknown Fuel,White,Unknown Owner,Unknown Location
30553,Tesla,Corolla,2018,60000,75000,Hybrid,Black,Unknown Owner,Los Angeles
30554,Ford,Mustang,2012,50000,30000,Electric,Red,Unknown Owner,Unknown Location
30555,Unknown Brand,Corolla,2010,25000,60000,Diesel,Unknown Color,Second,Phoenix
30556,Tesla,Focus,2020,30000,75000,Diesel,Black,Second,Los Angeles
30557,Unknown Brand,Unknown Model,2020,20000,75000,Diesel,Blue,Second,Houston
30558,Toyota,Focus,0,20000,60000,Hybrid,Blue,Unknown Owner,Houston
30559,Ford,Focus,2010,25000,30000,Petrol,Blue,Second,Miami
30560,Honda,Civic,2010,20000,100000,Unknown Fuel,Black,First,Houston
30561,Ford,Corolla,2015,30000,60000,Petrol,Gray,Third,Houston
30562,Ford,Civic,2015,40000,100000,Hybrid,Unknown Color,Third,Chicago
30563,Unknown Brand,Civic,2020,60000,45000,Petrol,Black,Second,Unknown Location
30564,Honda,Focus,2015,25000,100000,Petrol,Gray,First,Miami
30565,BMW,Unknown Model,2020,20000,60000,Electric,Unknown Color,Second,Unknown Location
30566,BMW,Focus,2010,50000,75000,Hybrid,White,Third,New York
30567,BMW,Accord,2015,50000,30000,Unknown Fuel,Blue,Third,Los Angeles
30568,Toyota,Unknown Model,0,40000,15000,Unknown Fuel,Unknown Color,First,Chicago
30569,Ford,Mustang,2012,0,15000,Hybrid,Gray,Unknown Owner,Miami
30570,Nissan,Corolla,2012,25000,100000,Hybrid,Blue,First,Phoenix
30571,Honda,Accord,2010,25000,30000,Electric,Unknown Color,Unknown Owner,Phoenix
30572,Nissan,Accord,2020,0,75000,Electric,Unknown Color,Third,Miami
30573,Toyota,Accord,2012,30000,45000,Electric,Blue,First,Unknown Location
30574,Honda,Model S,2015,25000,0,Electric,Unknown Color,Unknown Owner,Phoenix
30575,Nissan,Corolla,2018,40000,0,Diesel,Silver,Unknown Owner,Phoenix
30576,Hyundai,Focus,2020,40000,30000,Hybrid,Blue,Unknown Owner,New York
30577,Unknown Brand,Unknown Model,2015,25000,15000,Electric,Black,Unknown Owner,Miami
30578,Toyota,Accord,2020,30000,100000,Diesel,Blue,Third,Phoenix
30579,Toyota,Model S,0,0,45000,Unknown Fuel,Unknown Color,Unknown Owner,Miami
30580,Hyundai,Accord,0,25000,0,Petrol,Black,First,Miami
30581,Toyota,Unknown Model,2015,25000,60000,Hybrid,Gray,Unknown Owner,Miami
30582,Honda,Mustang,2010,50000,60000,Electric,Blue,Unknown Owner,Houston
30583,Nissan,Unknown Model,2010,60000,15000,Unknown Fuel,Blue,Second,Unknown Location
30584,Nissan,Mustang,2010,30000,15000,Hybrid,Blue,Unknown Owner,Phoenix
30585,Tesla,Model S,2010,30000,45000,Hybrid,Silver,First,New York
30586,Toyota,Model S,2015,40000,15000,Unknown Fuel,Blue,Unknown Owner,Unknown Location
30587,BMW,Corolla,2012,50000,75000,Electric,Black,Unknown Owner,Houston
30588,Ford,Civic,2015,30000,15000,Unknown Fuel,Red,First,Phoenix
30589,Unknown Brand,Accord,2015,40000,15000,Hybrid,White,Unknown Owner,Chicago
30590,Unknown Brand,Model S,2018,25000,60000,Petrol,White,First,Los Angeles
30591,Tesla,Accord,2018,50000,100000,Diesel,Red,Second,Miami
30592,Tesla,Civic,0,30000,45000,Diesel,Red,Third,Phoenix
30593,Honda,Civic,2015,60000,0,Electric,Blue,Unknown Owner,Chicago
30594,Tesla,Civic,2010,60000,0,Electric,Blue,Third,Chicago
30595,Nissan,Mustang,2018,60000,0,Unknown Fuel,Blue,First,Los Angeles
30596,Honda,Civic,2018,30000,15000,Diesel,Black,First,Los Angeles
30597,Honda,Model S,2015,0,100000,Electric,Silver,Second,Los Angeles
30598,Unknown Brand,Accord,2020,40000,75000,Diesel,White,First,Unknown Location
30599,Unknown Brand,Unknown Model,2018,40000,75000,Electric,Silver,Third,Unknown Location
30600,BMW,Accord,2010,50000,30000,Diesel,Red,Unknown Owner,New York
30601,Toyota,Accord,0,30000,75000,Electric,White,Unknown Owner,Phoenix
30602,Hyundai,Model S,2015,25000,45000,Hybrid,White,First,Unknown Location
30603,Hyundai,Model S,2020,30000,30000,Hybrid,Blue,First,New York
30604,Tesla,Focus,2012,40000,100000,Electric,Unknown Color,Unknown Owner,Phoenix
30605,Toyota,Focus,2010,50000,0,Petrol,White,Second,Chicago
30606,Toyota,Corolla,2010,0,100000,Hybrid,Unknown Color,Second,Chicago
30607,Toyota,Civic,2015,40000,60000,Diesel,Red,First,Miami
30608,Honda,Civic,2012,50000,60000,Petrol,Gray,First,Unknown Location
30609,Toyota,Focus,2010,60000,30000,Unknown Fuel,Black,Unknown Owner,Miami
30610,Tesla,Unknown Model,2010,25000,15000,Petrol,Red,Third,Phoenix
30611,Honda,Corolla,2015,25000,30000,Hybrid,Silver,Third,Miami
30612,Tesla,Accord,2010,0,75000,Hybrid,White,Second,Phoenix
30613,Honda,Unknown Model,0,25000,15000,Electric,Silver,Unknown Owner,Phoenix
30614,Hyundai,Focus,2020,25000,0,Diesel,Black,First,Los Angeles
30615,Ford,Accord,2012,20000,15000,Unknown Fuel,Black,Unknown Owner,Chicago
30616,Ford,Unknown Model,2018,40000,30000,Petrol,Black,Unknown Owner,Unknown Location
30617,Hyundai,Civic,2018,60000,100000,Hybrid,White,Third,Los Angeles
30618,Ford,Focus,2012,25000,60000,Hybrid,Blue,Unknown Owner,Miami
30619,Ford,Accord,0,20000,45000,Hybrid,Blue,Unknown Owner,Unknown Location
30620,Hyundai,Unknown Model,2020,60000,0,Hybrid,Black,Third,Chicago
30621,Honda,Corolla,2015,40000,45000,Hybrid,Black,Unknown Owner,Miami
30622,Toyota,Corolla,2015,20000,15000,Hybrid,Gray,Second,Houston
30623,Hyundai,Model S,2018,20000,30000,Petrol,White,Third,Phoenix
30624,BMW,Mustang,2010,30000,45000,Petrol,White,Unknown Owner,New York
30625,Unknown Brand,Accord,2012,50000,30000,Petrol,Black,Second,Unknown Location
30626,Nissan,Focus,2020,0,15000,Petrol,Silver,Unknown Owner,Los Angeles
30627,BMW,Focus,2015,20000,0,Hybrid,White,Second,Phoenix
30628,Ford,Accord,2012,25000,60000,Petrol,White,Third,Houston
30629,Toyota,Focus,2010,0,0,Hybrid,Black,Third,Chicago
30630,Tesla,Civic,2018,50000,60000,Hybrid,Gray,Third,Miami
30631,Toyota,Civic,2010,20000,45000,Electric,Unknown Color,First,Houston
30632,Tesla,Focus,2020,50000,45000,Petrol,Silver,Second,Unknown Location
30633,BMW,Accord,0,25000,30000,Hybrid,Silver,First,Unknown Location
30634,Toyota,Unknown Model,0,25000,0,Unknown Fuel,White,Second,Houston
30635,Toyota,Civic,2018,60000,60000,Petrol,Unknown Color,Second,Houston
30636,Nissan,Accord,2010,60000,15000,Hybrid,White,Third,Chicago
30637,Hyundai,Focus,0,20000,60000,Electric,Red,Unknown Owner,Chicago
30638,BMW,Civic,2020,20000,30000,Electric,Blue,Third,New York
30639,Toyota,Accord,0,20000,30000,Hybrid,Black,First,Phoenix
30640,Tesla,Model S,2020,40000,15000,Diesel,Blue,First,Houston
30641,Unknown Brand,Corolla,2020,20000,45000,Diesel,Blue,Unknown Owner,Phoenix
30642,Toyota,Mustang,2012,0,45000,Diesel,Blue,First,Miami
30643,Tesla,Model S,2020,30000,60000,Petrol,Blue,Unknown Owner,Houston
30644,Ford,Focus,2015,20000,45000,Unknown Fuel,Unknown Color,Third,Los Angeles
30645,Toyota,Accord,2020,20000,60000,Diesel,Black,Third,Houston
30646,Tesla,Corolla,2010,40000,15000,Electric,Red,Unknown Owner,Unknown Location
30647,Unknown Brand,Unknown Model,2015,0,60000,Petrol,Silver,Second,Miami
30648,BMW,Focus,2018,60000,15000,Petrol,Blue,First,Houston
30649,Ford,Unknown Model,0,25000,15000,Unknown Fuel,Red,Second,Phoenix
30650,Toyota,Unknown Model,0,20000,30000,Electric,Blue,Second,Miami
30651,Nissan,Civic,2015,60000,30000,Hybrid,Blue,First,Miami
30652,Tesla,Civic,2010,25000,100000,Petrol,Red,Unknown Owner,Miami
30653,Unknown Brand,Corolla,0,30000,60000,Petrol,Unknown Color,Unknown Owner,Chicago
30654,Nissan,Corolla,0,50000,60000,Diesel,Black,First,Houston
30655,Toyota,Accord,2018,60000,100000,Diesel,Unknown Color,Second,Miami
30656,Tesla,Civic,2010,20000,100000,Unknown Fuel,Blue,Unknown Owner,Houston
30657,Toyota,Mustang,2010,50000,100000,Petrol,Black,First,Unknown Location
30658,Ford,Corolla,2012,30000,30000,Diesel,Blue,Second,Los Angeles
30659,Unknown Brand,Accord,2012,25000,45000,Hybrid,Gray,Unknown Owner,Phoenix
30660,Unknown Brand,Model S,2010,20000,30000,Electric,Unknown Color,Second,New York
30661,Ford,Focus,2020,20000,30000,Electric,Red,First,Chicago
30662,Toyota,Model S,2012,0,30000,Hybrid,Silver,Second,Houston
30663,Toyota,Focus,0,60000,30000,Hybrid,Unknown Color,Unknown Owner,Miami
30664,Honda,Accord,2010,0,30000,Hybrid,Blue,Unknown Owner,Los Angeles
30665,Toyota,Civic,2015,20000,75000,Electric,Black,First,Houston
30666,Unknown Brand,Mustang,2010,30000,15000,Petrol,Unknown Color,Second,Los Angeles
30667,Toyota,Model S,2010,40000,0,Hybrid,Silver,Unknown Owner,New York
30668,Nissan,Mustang,2018,30000,30000,Unknown Fuel,Unknown Color,Unknown Owner,Houston
30669,Nissan,Unknown Model,2012,0,100000,Unknown Fuel,Blue,First,Miami
30670,Ford,Model S,2018,0,30000,Unknown Fuel,Silver,Unknown Owner,Houston
30671,Nissan,Corolla,2020,40000,100000,Electric,Silver,Third,New York
30672,Toyota,Model S,2010,0,15000,Petrol,Silver,First,Houston
30673,BMW,Civic,2012,0,100000,Electric,Unknown Color,Unknown Owner,Los Angeles
30674,Hyundai,Civic,2012,50000,60000,Unknown Fuel,Gray,Third,Unknown Location
30675,Toyota,Mustang,0,25000,75000,Hybrid,Red,Unknown Owner,Los Angeles
30676,Hyundai,Corolla,2012,40000,75000,Petrol,Unknown Color,Third,Chicago
30677,Unknown Brand,Focus,2010,0,60000,Electric,Black,Unknown Owner,Phoenix
30678,Honda,Corolla,2010,50000,45000,Petrol,White,First,Chicago
30679,Tesla,Accord,0,50000,45000,Diesel,Red,Second,Phoenix
30680,Unknown Brand,Focus,2015,30000,0,Electric,Red,First,Houston
30681,Hyundai,Civic,2018,0,15000,Electric,White,First,Unknown Location
30682,Ford,Mustang,2018,20000,15000,Diesel,Silver,Second,Chicago
30683,Nissan,Mustang,2010,40000,30000,Electric,Black,Unknown Owner,Unknown Location
30684,BMW,Civic,2020,60000,0,Diesel,White,Second,Houston
30685,Unknown Brand,Accord,0,50000,15000,Unknown Fuel,Silver,First,Miami
30686,Tesla,Focus,2012,50000,75000,Hybrid,Blue,Unknown Owner,Miami
30687,BMW,Model S,2010,30000,100000,Unknown Fuel,Red,Unknown Owner,New York
30688,Ford,Model S,2010,60000,0,Petrol,White,Second,Houston
30689,Nissan,Corolla,2010,50000,45000,Petrol,Silver,Third,Houston
30690,Honda,Mustang,2012,20000,75000,Unknown Fuel,Red,Second,Los Angeles
30691,Hyundai,Civic,2012,60000,45000,Diesel,Silver,Third,Unknown Location
30692,Unknown Brand,Model S,0,20000,30000,Hybrid,Unknown Color,Second,Los Angeles
30693,Unknown Brand,Civic,2010,25000,30000,Petrol,Unknown Color,Third,New York
30694,Unknown Brand,Corolla,2015,25000,60000,Diesel,White,Third,Chicago
30695,Hyundai,Unknown Model,2018,30000,15000,Unknown Fuel,Silver,Second,Unknown Location
30696,Ford,Civic,0,50000,15000,Unknown Fuel,White,Second,New York
30697,BMW,Unknown Model,2015,40000,75000,Petrol,Red,Second,Los Angeles
30698,BMW,Mustang,2015,30000,75000,Petrol,Gray,Unknown Owner,Miami
30699,Ford,Civic,2010,60000,60000,Electric,Blue,Unknown Owner,New York
30700,Unknown Brand,Focus,2012,50000,15000,Petrol,Red,First,Houston
30701,Toyota,Accord,2018,20000,75000,Unknown Fuel,White,Third,Miami
30702,Ford,Unknown Model,2015,25000,15000,Diesel,Silver,Unknown Owner,Chicago
30703,Nissan,Focus,2020,20000,30000,Electric,White,Third,Unknown Location
30704,Nissan,Accord,2012,20000,0,Diesel,Unknown Color,Third,Unknown Location
30705,Honda,Focus,0,60000,45000,Unknown Fuel,Red,Second,Los Angeles
30706,Ford,Corolla,2012,25000,75000,Hybrid,Blue,Second,New York
30707,Tesla,Corolla,2018,50000,45000,Unknown Fuel,Black,First,Chicago
30708,Hyundai,Model S,2018,60000,100000,Electric,White,Third,Miami
30709,Hyundai,Unknown Model,2018,25000,75000,Petrol,White,Unknown Owner,Unknown Location
30710,Nissan,Model S,2010,40000,45000,Petrol,Gray,Unknown Owner,Phoenix
30711,Nissan,Mustang,2012,20000,15000,Diesel,Blue,Second,Phoenix
30712,Nissan,Unknown Model,2010,25000,60000,Unknown Fuel,Silver,Third,Chicago
30713,Toyota,Corolla,2010,30000,60000,Petrol,Gray,Unknown Owner,Chicago
30714,Tesla,Corolla,2010,20000,45000,Unknown Fuel,Silver,Unknown Owner,Los Angeles
30715,Unknown Brand,Accord,2012,50000,75000,Electric,White,Unknown Owner,Miami
30716,Unknown Brand,Accord,0,50000,30000,Diesel,Unknown Color,First,New York
30717,Ford,Corolla,2020,40000,75000,Hybrid,Black,Unknown Owner,Houston
30718,Toyota,Mustang,2015,40000,60000,Petrol,Gray,Unknown Owner,New York
30719,Nissan,Unknown Model,2012,50000,30000,Hybrid,Blue,Second,Houston
30720,Unknown Brand,Mustang,2012,20000,15000,Hybrid,Silver,Second,Los Angeles
30721,Tesla,Mustang,2018,0,15000,Unknown Fuel,Blue,First,Miami
30722,Unknown Brand,Corolla,2015,60000,0,Hybrid,Gray,Third,New York
30723,Hyundai,Model S,2018,20000,15000,Petrol,Red,Unknown Owner,Houston
30724,Tesla,Focus,2020,30000,15000,Hybrid,Red,Unknown Owner,Miami
30725,Toyota,Accord,0,60000,30000,Petrol,Red,Unknown Owner,Chicago
30726,Unknown Brand,Mustang,2010,40000,60000,Petrol,Red,First,Houston
30727,Nissan,Unknown Model,2018,60000,60000,Electric,Silver,Second,Chicago
30728,Toyota,Focus,2020,25000,45000,Diesel,Silver,Unknown Owner,Houston
30729,Hyundai,Model S,2015,50000,30000,Unknown Fuel,Silver,Second,Chicago
30730,BMW,Civic,2010,25000,30000,Diesel,Black,Third,Phoenix
30731,Nissan,Accord,2020,50000,0,Diesel,White,Third,Miami
30732,Toyota,Corolla,2018,50000,15000,Petrol,Unknown Color,Unknown Owner,Houston
30733,Ford,Accord,2020,20000,60000,Electric,Silver,Second,Phoenix
30734,Unknown Brand,Accord,2020,25000,45000,Unknown Fuel,Unknown Color,Unknown Owner,New York
30735,Nissan,Accord,2010,20000,0,Petrol,Red,Second,Houston
30736,Honda,Model S,2012,0,0,Petrol,Unknown Color,Second,Los Angeles
30737,Nissan,Civic,2020,25000,15000,Hybrid,Black,Unknown Owner,Los Angeles
30738,BMW,Unknown Model,2010,50000,60000,Hybrid,Gray,Third,Miami
30739,Toyota,Model S,0,30000,45000,Diesel,Unknown Color,First,Chicago
30740,Hyundai,Unknown Model,0,60000,75000,Hybrid,Red,Second,Houston
30741,Honda,Focus,2010,50000,30000,Unknown Fuel,White,First,Houston
30742,BMW,Focus,2015,30000,15000,Unknown Fuel,Red,Third,New York
30743,Ford,Unknown Model,2015,60000,45000,Petrol,Gray,First,New York
30744,Hyundai,Mustang,2012,40000,15000,Hybrid,White,Third,Houston
30745,Hyundai,Focus,2018,25000,30000,Petrol,Red,Unknown Owner,Houston
30746,Nissan,Focus,2020,20000,30000,Unknown Fuel,Unknown Color,First,New York
30747,Unknown Brand,Corolla,2020,0,100000,Hybrid,Gray,Unknown Owner,New York
30748,Honda,Unknown Model,2010,60000,45000,Electric,Gray,First,Houston
30749,Unknown Brand,Unknown Model,2010,30000,15000,Electric,Gray,Second,Unknown Location
30750,Hyundai,Civic,2010,40000,100000,Diesel,Red,Third,Miami
30751,Toyota,Accord,0,20000,30000,Hybrid,Gray,Second,Los Angeles
30752,Toyota,Corolla,2015,30000,0,Hybrid,White,Third,Chicago
30753,Ford,Model S,0,60000,75000,Petrol,White,Second,Unknown Location
30754,BMW,Corolla,0,25000,30000,Electric,Blue,First,Miami
30755,Honda,Model S,2010,60000,75000,Electric,Gray,Unknown Owner,Phoenix
30756,Ford,Unknown Model,2012,40000,100000,Petrol,Black,Unknown Owner,Los Angeles
30757,BMW,Corolla,2010,40000,45000,Hybrid,Red,Second,Chicago
30758,Tesla,Mustang,2018,20000,75000,Diesel,Unknown Color,First,Los Angeles
30759,Tesla,Civic,0,40000,60000,Hybrid,Unknown Color,First,Los Angeles
30760,BMW,Accord,2010,30000,30000,Electric,Blue,Third,Chicago
30761,Toyota,Focus,2020,20000,0,Electric,Blue,First,Houston
30762,Toyota,Model S,2020,30000,60000,Hybrid,Blue,Second,Phoenix
30763,Tesla,Focus,2010,30000,75000,Electric,Unknown Color,Second,Los Angeles
30764,Hyundai,Accord,2020,50000,60000,Unknown Fuel,Unknown Color,Second,New York
30765,Toyota,Unknown Model,2010,25000,75000,Electric,Unknown Color,Second,Chicago
30766,Unknown Brand,Unknown Model,0,40000,100000,Diesel,Black,Unknown Owner,Miami
30767,Hyundai,Unknown Model,2010,25000,45000,Diesel,Red,Third,Unknown Location
30768,Toyota,Focus,0,50000,0,Electric,White,Third,Unknown Location
30769,BMW,Accord,2015,0,75000,Petrol,Silver,Third,Los Angeles
30770,Nissan,Mustang,0,0,30000,Diesel,Unknown Color,Unknown Owner,Miami
30771,BMW,Unknown Model,2015,60000,30000,Hybrid,Red,Second,Miami
30772,Toyota,Unknown Model,2020,60000,0,Unknown Fuel,Red,First,Unknown Location
30773,BMW,Focus,2020,25000,30000,Diesel,Black,First,Chicago
30774,Honda,Unknown Model,2012,0,75000,Unknown Fuel,White,First,New York
30775,Tesla,Accord,0,0,15000,Unknown Fuel,Black,First,Los Angeles
30776,Nissan,Model S,0,50000,45000,Hybrid,Silver,First,New York
30777,Hyundai,Corolla,2012,25000,75000,Hybrid,Blue,Third,Miami
30778,Hyundai,Model S,2010,50000,45000,Petrol,Silver,Unknown Owner,Chicago
30779,Honda,Mustang,2012,25000,30000,Diesel,White,Unknown Owner,Miami
30780,Honda,Unknown Model,2018,25000,45000,Unknown Fuel,Red,Unknown Owner,Unknown Location
30781,Toyota,Accord,2015,0,45000,Unknown Fuel,Gray,Second,Chicago
30782,Toyota,Accord,0,40000,75000,Hybrid,Unknown Color,First,Unknown Location
30783,Hyundai,Unknown Model,2020,50000,0,Diesel,White,Unknown Owner,Houston
30784,Honda,Mustang,2012,30000,100000,Electric,Silver,Unknown Owner,Los Angeles
30785,Honda,Mustang,2018,30000,15000,Unknown Fuel,Silver,First,Miami
30786,Hyundai,Unknown Model,2012,40000,75000,Diesel,Gray,First,Unknown Location
30787,Ford,Unknown Model,2020,25000,0,Electric,Red,Third,Unknown Location
30788,Ford,Focus,2012,20000,75000,Diesel,Red,Second,Chicago
30789,Unknown Brand,Accord,2015,20000,0,Petrol,Blue,Unknown Owner,Houston
30790,Tesla,Corolla,0,25000,0,Diesel,Unknown Color,First,Houston
30791,Honda,Focus,2012,30000,30000,Petrol,Silver,Second,Los Angeles
30792,BMW,Focus,2018,20000,100000,Hybrid,Red,Second,Houston
30793,Nissan,Accord,0,40000,75000,Hybrid,Red,First,Houston
30794,Ford,Mustang,2012,20000,30000,Unknown Fuel,Unknown Color,Unknown Owner,Chicago
30795,Hyundai,Unknown Model,2020,40000,0,Unknown Fuel,Silver,Second,Unknown Location
30796,Toyota,Model S,2012,20000,0,Electric,Black,Second,Houston
30797,Honda,Accord,2018,30000,15000,Diesel,Red,Third,New York
30798,BMW,Model S,2012,25000,75000,Unknown Fuel,Black,Third,Los Angeles
30799,Nissan,Civic,2010,60000,60000,Electric,Silver,Unknown Owner,Unknown Location
30800,BMW,Accord,2020,60000,0,Electric,Black,Second,Unknown Location
30801,Unknown Brand,Corolla,2010,50000,15000,Unknown Fuel,Unknown Color,First,Miami
30802,BMW,Accord,0,20000,30000,Unknown Fuel,Red,Unknown Owner,Chicago
30803,Toyota,Civic,2010,50000,15000,Petrol,Red,First,Unknown Location
30804,Ford,Focus,0,20000,15000,Electric,Silver,First,Chicago
30805,BMW,Civic,0,50000,60000,Diesel,Black,Second,Chicago
30806,Nissan,Mustang,2020,60000,100000,Hybrid,Blue,Second,Houston
30807,Ford,Civic,2020,50000,75000,Diesel,Black,Unknown Owner,Chicago
30808,Unknown Brand,Accord,2018,60000,60000,Electric,Red,First,Houston
30809,Unknown Brand,Civic,2018,50000,75000,Petrol,White,First,Phoenix
30810,Tesla,Corolla,2018,25000,0,Unknown Fuel,Black,Second,New York
30811,Toyota,Accord,2010,40000,60000,Petrol,Black,Second,Houston
30812,Ford,Model S,0,50000,45000,Diesel,Red,Third,Chicago
30813,Unknown Brand,Model S,2012,20000,100000,Diesel,Red,Second,Unknown Location
30814,Unknown Brand,Civic,2015,0,30000,Electric,Gray,Unknown Owner,Chicago
30815,Ford,Accord,2012,60000,100000,Electric,Red,Third,Miami
30816,BMW,Corolla,2015,40000,45000,Unknown Fuel,Unknown Color,Unknown Owner,Los Angeles
30817,Hyundai,Model S,2015,40000,30000,Hybrid,White,First,Chicago
30818,Nissan,Unknown Model,2015,40000,75000,Unknown Fuel,Blue,First,Unknown Location
30819,BMW,Accord,2015,50000,60000,Electric,Unknown Color,Third,Houston
30820,Nissan,Mustang,2020,50000,30000,Petrol,Black,Second,Houston
30821,Unknown Brand,Accord,2018,60000,0,Electric,Silver,Third,Unknown Location
30822,Unknown Brand,Mustang,2020,0,15000,Hybrid,Gray,Second,Unknown Location
30823,Toyota,Model S,2010,0,30000,Unknown Fuel,Black,Third,New York
30824,Ford,Model S,2020,30000,60000,Electric,Gray,Unknown Owner,Miami
30825,Honda,Corolla,2018,60000,45000,Diesel,Gray,Unknown Owner,Unknown Location
30826,Unknown Brand,Corolla,2012,30000,45000,Hybrid,Black,Third,Chicago
30827,Nissan,Model S,2018,30000,60000,Petrol,Blue,First,Houston
30828,Nissan,Unknown Model,2012,60000,60000,Hybrid,White,Third,New York
30829,Hyundai,Unknown Model,2010,25000,30000,Petrol,Silver,Second,Unknown Location
30830,Hyundai,Mustang,2015,50000,100000,Petrol,Blue,Second,Chicago
30831,BMW,Civic,0,0,0,Diesel,White,First,New York
30832,BMW,Civic,2020,25000,30000,Petrol,Black,Third,Chicago
30833,Unknown Brand,Model S,0,25000,15000,Diesel,Red,Second,Houston
30834,Unknown Brand,Model S,2015,0,60000,Unknown Fuel,Blue,Third,Houston
30835,Tesla,Model S,2010,0,60000,Diesel,White,Unknown Owner,Phoenix
30836,Nissan,Accord,2010,30000,0,Electric,Gray,Unknown Owner,Houston
30837,Toyota,Unknown Model,2012,20000,100000,Electric,Black,Unknown Owner,Phoenix
30838,Ford,Focus,2012,50000,30000,Electric,Black,First,Unknown Location
30839,Ford,Civic,0,25000,100000,Electric,White,Second,New York
30840,Hyundai,Civic,2010,0,30000,Hybrid,Unknown Color,Third,New York
30841,Ford,Focus,2018,0,15000,Hybrid,Gray,Unknown Owner,Phoenix
30842,Nissan,Model S,2015,60000,15000,Unknown Fuel,Blue,Unknown Owner,Chicago
30843,BMW,Civic,2020,60000,30000,Unknown Fuel,Black,Third,Phoenix
30844,Toyota,Unknown Model,2010,50000,100000,Hybrid,Gray,Unknown Owner,Houston
30845,Ford,Focus,2020,60000,15000,Electric,Blue,Third,Phoenix
30846,Nissan,Unknown Model,2010,30000,45000,Electric,Red,Unknown Owner,Los Angeles
30847,Honda,Accord,2012,60000,0,Petrol,Silver,Third,Los Angeles
30848,Unknown Brand,Model S,2012,30000,45000,Hybrid,Gray,Second,Chicago
30849,Tesla,Civic,2010,60000,30000,Petrol,Unknown Color,First,Los Angeles
30850,Tesla,Mustang,2020,25000,0,Petrol,Unknown Color,Third,New York
30851,Ford,Unknown Model,2015,60000,0,Petrol,Blue,First,Phoenix
30852,BMW,Focus,2010,20000,75000,Electric,Unknown Color,Unknown Owner,Los Angeles
30853,Tesla,Mustang,2010,20000,75000,Diesel,Unknown Color,Third,Houston
30854,Tesla,Model S,2018,60000,100000,Petrol,Gray,Second,New York
30855,Hyundai,Civic,2010,40000,0,Electric,Red,Second,Chicago
30856,Tesla,Civic,0,40000,60000,Petrol,White,Third,Los Angeles
30857,Tesla,Mustang,2012,30000,30000,Unknown Fuel,Black,First,Miami
30858,Ford,Model S,2018,50000,45000,Diesel,Silver,Third,Miami
30859,Hyundai,Model S,2018,50000,75000,Hybrid,Gray,Third,Houston
30860,Nissan,Model S,2012,25000,0,Diesel,Red,Unknown Owner,Miami
30861,Toyota,Accord,2012,60000,30000,Unknown Fuel,Blue,Second,New York
30862,Toyota,Unknown Model,0,40000,100000,Petrol,Gray,First,Unknown Location
